COUNTRY,COUNTRY_GRP,SEX,YEAR,VALUE
PRT,,ALL,1994,11
MDA,,ALL,1994,
ROU,,ALL,1994,10
RUS,,ALL,1994,26
SMR,,ALL,1994,
SRB,,ALL,1994,
SVK,,ALL,1994,
SVN,,ALL,1994,
ESP,,ALL,1994,
SWE,,ALL,1994,
CHE,,ALL,1994,11
TJK,,ALL,1994,47
MKD,,ALL,1994,17
TUR,,ALL,1994,
TKM,,ALL,1994,
UKR,,ALL,1994,
GBR,,ALL,1994,
UZB,,ALL,1994,
,WHO_EURO,ALL,1994,
,EU_BEFORE_MAY2004,ALL,1994,
,EU_AFTER_MAY2004,ALL,1994,
,CIS,ALL,1994,34
,CARINFONET,ALL,1994,49
,SEEHN,ALL,1994,
,NORDIC,ALL,1994,
,SMALL,ALL,1994,
ALB,,ALL,1995,
AND,,ALL,1995,
ARM,,ALL,1995,
AUT,,ALL,1995,10
AZE,,ALL,1995,57
BLR,,ALL,1995,44
BEL,,ALL,1995,
BIH,,ALL,1995,
BGR,,ALL,1995,
HRV,,ALL,1995,
CYP,,ALL,1995,29
CZE,,ALL,1995,13
DNK,,ALL,1995,4
EST,,ALL,1995,
FIN,,ALL,1995,
FRA,,ALL,1995,11
GEO,,ALL,1995,
DEU,,ALL,1995,11
GRC,,ALL,1995,23
HUN,,ALL,1995,
ISL,,ALL,1995,
IRL,,ALL,1995,
ISR,,ALL,1995,
ITA,,ALL,1995,10
KAZ,,ALL,1995,51
KGZ,,ALL,1995,36
LVA,,ALL,1995,32
LTU,,ALL,1995,47
LUX,,ALL,1995,
MLT,,ALL,1995,
MCO,,ALL,1995,
MNE,,ALL,1995,25
NLD,,ALL,1995,6
NOR,,ALL,1995,
POL,,ALL,1995,
PRT,,ALL,1995,12
MDA,,ALL,1995,
ROU,,ALL,1995,
RUS,,ALL,1995,26
SMR,,ALL,1995,
SRB,,ALL,1995,
SVK,,ALL,1995,
SVN,,ALL,1995,
ESP,,ALL,1995,
SWE,,ALL,1995,10
CHE,,ALL,1995,11
TJK,,ALL,1995,42
MKD,,ALL,1995,16
TUR,,ALL,1995,
TKM,,ALL,1995,
UKR,,ALL,1995,
GBR,,ALL,1995,
UZB,,ALL,1995,
,WHO_EURO,ALL,1995,
,EU_BEFORE_MAY2004,ALL,1995,11
,EU_AFTER_MAY2004,ALL,1995,
,CIS,ALL,1995,33
,CARINFONET,ALL,1995,46
,SEEHN,ALL,1995,
,NORDIC,ALL,1995,
,SMALL,ALL,1995,
ALB,,ALL,1996,
AND,,ALL,1996,
ARM,,ALL,1996,
AUT,,ALL,1996,10
AZE,,ALL,1996,55
BLR,,ALL,1996,45
BEL,,ALL,1996,
BIH,,ALL,1996,
BGR,,ALL,1996,
HRV,,ALL,1996,
CYP,,ALL,1996,
CZE,,ALL,1996,
DNK,,ALL,1996,5
EST,,ALL,1996,
FIN,,ALL,1996,
FRA,,ALL,1996,11
GEO,,ALL,1996,50
DEU,,ALL,1996,11
GRC,,ALL,1996,24
HUN,,ALL,1996,
ISL,,ALL,1996,
IRL,,ALL,1996,
ISR,,ALL,1996,
ITA,,ALL,1996,11
KAZ,,ALL,1996,50
KGZ,,ALL,1996,37
LVA,,ALL,1996,31
LTU,,ALL,1996,46
LUX,,ALL,1996,
MLT,,ALL,1996,
MCO,,ALL,1996,
MNE,,ALL,1996,25
NLD,,ALL,1996,6
NOR,,ALL,1996,
POL,,ALL,1996,
PRT,,ALL,1996,12
MDA,,ALL,1996,
ROU,,ALL,1996,
RUS,,ALL,1996,26
SMR,,ALL,1996,
SRB,,ALL,1996,
SVK,,ALL,1996,
SVN,,ALL,1996,
ESP,,ALL,1996,
SWE,,ALL,1996,9
CHE,,ALL,1996,11
TJK,,ALL,1996,42
MKD,,ALL,1996,16
TUR,,ALL,1996,
TKM,,ALL,1996,
UKR,,ALL,1996,
GBR,,ALL,1996,
UZB,,ALL,1996,
,WHO_EURO,ALL,1996,
,EU_BEFORE_MAY2004,ALL,1996,11
,EU_AFTER_MAY2004,ALL,1996,
,CIS,ALL,1996,33
,CARINFONET,ALL,1996,46
,SEEHN,ALL,1996,
,NORDIC,ALL,1996,
,SMALL,ALL,1996,
ALB,,ALL,1997,
AND,,ALL,1997,
ARM,,ALL,1997,
AUT,,ALL,1997,11
AZE,,ALL,1997,55
BLR,,ALL,1997,44
BEL,,ALL,1997,
BIH,,ALL,1997,
BGR,,ALL,1997,
HRV,,ALL,1997,
CYP,,ALL,1997,
CZE,,ALL,1997,
DNK,,ALL,1997,5
EST,,ALL,1997,
FIN,,ALL,1997,
FRA,,ALL,1997,11
GEO,,ALL,1997,56
DEU,,ALL,1997,11
GRC,,ALL,1997,24
HUN,,ALL,1997,
ISL,,ALL,1997,
IRL,,ALL,1997,
ISR,,ALL,1997,
ITA,,ALL,1997,12
KAZ,,ALL,1997,46
KGZ,,ALL,1997,46
LVA,,ALL,1997,29
LTU,,ALL,1997,46
LUX,,ALL,1997,12
MLT,,ALL,1997,
MCO,,ALL,1997,
MNE,,ALL,1997,26
NLD,,ALL,1997,6
NOR,,ALL,1997,
POL,,ALL,1997,
PRT,,ALL,1997,12
MDA,,ALL,1997,
ROU,,ALL,1997,
RUS,,ALL,1997,26
SMR,,ALL,1997,
SRB,,ALL,1997,
SVK,,ALL,1997,
SVN,,ALL,1997,
ESP,,ALL,1997,
SWE,,ALL,1997,9
CHE,,ALL,1997,12
TJK,,ALL,1997,40
MKD,,ALL,1997,16
TUR,,ALL,1997,
TKM,,ALL,1997,
UKR,,ALL,1997,
GBR,,ALL,1997,
UZB,,ALL,1997,
,WHO_EURO,ALL,1997,
,EU_BEFORE_MAY2004,ALL,1997,11
,EU_AFTER_MAY2004,ALL,1997,
,CIS,ALL,1997,33
,CARINFONET,ALL,1997,45
,SEEHN,ALL,1997,
,NORDIC,ALL,1997,
,SMALL,ALL,1997,
ALB,,ALL,1998,
AND,,ALL,1998,
ARM,,ALL,1998,
AUT,,ALL,1998,11
AZE,,ALL,1998,52
BLR,,ALL,1998,44
BEL,,ALL,1998,
BIH,,ALL,1998,
BGR,,ALL,1998,
HRV,,ALL,1998,
CYP,,ALL,1998,
CZE,,ALL,1998,
DNK,,ALL,1998,5
EST,,ALL,1998,34
FIN,,ALL,1998,
FRA,,ALL,1998,11
GEO,,ALL,1998,58
DEU,,ALL,1998,11
GRC,,ALL,1998,24
HUN,,ALL,1998,
ISL,,ALL,1998,
IRL,,ALL,1998,
ISR,,ALL,1998,
ITA,,ALL,1998,12
KAZ,,ALL,1998,45
KGZ,,ALL,1998,45
LVA,,ALL,1998,26
LTU,,ALL,1998,45
LUX,,ALL,1998,11
MLT,,ALL,1998,
MCO,,ALL,1998,
MNE,,ALL,1998,24
NLD,,ALL,1998,6
NOR,,ALL,1998,8
POL,,ALL,1998,
PRT,,ALL,1998,13
MDA,,ALL,1998,
ROU,,ALL,1998,10
RUS,,ALL,1998,26
SMR,,ALL,1998,
SRB,,ALL,1998,
SVK,,ALL,1998,
SVN,,ALL,1998,
ESP,,ALL,1998,
SWE,,ALL,1998,9
CHE,,ALL,1998,12
TJK,,ALL,1998,39
MKD,,ALL,1998,16
TUR,,ALL,1998,
TKM,,ALL,1998,
UKR,,ALL,1998,
GBR,,ALL,1998,
UZB,,ALL,1998,52
,WHO_EURO,ALL,1998,
,EU_BEFORE_MAY2004,ALL,1998,11
,EU_AFTER_MAY2004,ALL,1998,
,CIS,ALL,1998,33
,CARINFONET,ALL,1998,44
,SEEHN,ALL,1998,
,NORDIC,ALL,1998,8
,SMALL,ALL,1998,
ALB,,ALL,1999,
AND,,ALL,1999,12
ARM,,ALL,1999,
AUT,,ALL,1999,11
AZE,,ALL,1999,52
BLR,,ALL,1999,43
BEL,,ALL,1999,
BIH,,ALL,1999,
BGR,,ALL,1999,
HRV,,ALL,1999,
CYP,,ALL,1999,
CZE,,ALL,1999,
DNK,,ALL,1999,5
EST,,ALL,1999,32
FIN,,ALL,1999,
FRA,,ALL,1999,11
GEO,,ALL,1999,59
DEU,,ALL,1999,11
GRC,,ALL,1999,25
HUN,,ALL,1999,
ISL,,ALL,1999,
IRL,,ALL,1999,
ISR,,ALL,1999,
ITA,,ALL,1999,12
KAZ,,ALL,1999,41
KGZ,,ALL,1999,41
LVA,,ALL,1999,20
LTU,,ALL,1999,43
LUX,,ALL,1999,12
MLT,,ALL,1999,
MCO,,ALL,1999,
MNE,,ALL,1999,24
NLD,,ALL,1999,7
NOR,,ALL,1999,
POL,,ALL,1999,
PRT,,ALL,1999,13
MDA,,ALL,1999,
ROU,,ALL,1999,
RUS,,ALL,1999,26
SMR,,ALL,1999,
SRB,,ALL,1999,
SVK,,ALL,1999,
SVN,,ALL,1999,
ESP,,ALL,1999,
SWE,,ALL,1999,9
CHE,,ALL,1999,12
TJK,,ALL,1999,38
MKD,,ALL,1999,16
TUR,,ALL,1999,
TKM,,ALL,1999,
UKR,,ALL,1999,
GBR,,ALL,1999,
UZB,,ALL,1999,51
,WHO_EURO,ALL,1999,
,EU_BEFORE_MAY2004,ALL,1999,11
,EU_AFTER_MAY2004,ALL,1999,
,CIS,ALL,1999,32
,CARINFONET,ALL,1999,43
,SEEHN,ALL,1999,
,NORDIC,ALL,1999,
,SMALL,ALL,1999,
ALB,,ALL,2000,
AND,,ALL,2000,14
ARM,,ALL,2000,43
AUT,,ALL,2000,11
AZE,,ALL,2000,52
BLR,,ALL,2000,43
BEL,,ALL,2000,11
BIH,,ALL,2000,
BGR,,ALL,2000,
HRV,,ALL,2000,7
CYP,,ALL,2000,33
CZE,,ALL,2000,13
DNK,,ALL,2000,5
EST,,ALL,2000,29
FIN,,ALL,2000,
FRA,,ALL,2000,11
GEO,,ALL,2000,58
DEU,,ALL,2000,11
GRC,,ALL,2000,25
HUN,,ALL,2000,
ISL,,ALL,2000,
IRL,,ALL,2000,
ISR,,ALL,2000,
ITA,,ALL,2000,13
KAZ,,ALL,2000,39
KGZ,,ALL,2000,37
LVA,,ALL,2000,16
LTU,,ALL,2000,42
LUX,,ALL,2000,12
MLT,,ALL,2000,
MCO,,ALL,2000,
MNE,,ALL,2000,26
NLD,,ALL,2000,7
NOR,,ALL,2000,
POL,,ALL,2000,
PRT,,ALL,2000,13
MDA,,ALL,2000,22
ROU,,ALL,2000,
RUS,,ALL,2000,25
SMR,,ALL,2000,
SRB,,ALL,2000,
SVK,,ALL,2000,
SVN,,ALL,2000,
ESP,,ALL,2000,
SWE,,ALL,2000,9
CHE,,ALL,2000,12
TJK,,ALL,2000,36
MKD,,ALL,2000,16
TUR,,ALL,2000,
TKM,,ALL,2000,11
UKR,,ALL,2000,35
GBR,,ALL,2000,10
UZB,,ALL,2000,56
,WHO_EURO,ALL,2000,19
,EU_BEFORE_MAY2004,ALL,2000,11
,EU_AFTER_MAY2004,ALL,2000,
,CIS,ALL,2000,32
,CARINFONET,ALL,2000,44
,SEEHN,ALL,2000,
,NORDIC,ALL,2000,
,SMALL,ALL,2000,21
ALB,,ALL,2001,
AND,,ALL,2001,15
ARM,,ALL,2001,41
AUT,,ALL,2001,12
AZE,,ALL,2001,52
BLR,,ALL,2001,42
BEL,,ALL,2001,11
BIH,,ALL,2001,
BGR,,ALL,2001,
HRV,,ALL,2001,7
CYP,,ALL,2001,
CZE,,ALL,2001,
DNK,,ALL,2001,5
EST,,ALL,2001,26
FIN,,ALL,2001,
FRA,,ALL,2001,11
GEO,,ALL,2001,54
DEU,,ALL,2001,11
GRC,,ALL,2001,27
HUN,,ALL,2001,
ISL,,ALL,2001,
IRL,,ALL,2001,
ISR,,ALL,2001,
ITA,,ALL,2001,13
KAZ,,ALL,2001,39
KGZ,,ALL,2001,33
LVA,,ALL,2001,15
LTU,,ALL,2001,39
LUX,,ALL,2001,13
MLT,,ALL,2001,
MCO,,ALL,2001,
MNE,,ALL,2001,25
NLD,,ALL,2001,7
NOR,,ALL,2001,
POL,,ALL,2001,
PRT,,ALL,2001,13
MDA,,ALL,2001,18
ROU,,ALL,2001,
RUS,,ALL,2001,24
SMR,,ALL,2001,
SRB,,ALL,2001,
SVK,,ALL,2001,
SVN,,ALL,2001,
ESP,,ALL,2001,
SWE,,ALL,2001,9
CHE,,ALL,2001,12
TJK,,ALL,2001,35
MKD,,ALL,2001,17
TUR,,ALL,2001,
TKM,,ALL,2001,9
UKR,,ALL,2001,34
GBR,,ALL,2001,10
UZB,,ALL,2001,49
,WHO_EURO,ALL,2001,19
,EU_BEFORE_MAY2004,ALL,2001,12
,EU_AFTER_MAY2004,ALL,2001,
,CIS,ALL,2001,31
,CARINFONET,ALL,2001,40
,SEEHN,ALL,2001,
,NORDIC,ALL,2001,
,SMALL,ALL,2001,
ALB,,ALL,2002,
AND,,ALL,2002,22
ARM,,ALL,2002,38
AUT,,ALL,2002,12
AZE,,ALL,2002,52
BLR,,ALL,2002,41
BEL,,ALL,2002,11
BIH,,ALL,2002,
BGR,,ALL,2002,19
HRV,,ALL,2002,7
CYP,,ALL,2002,
CZE,,ALL,2002,
DNK,,ALL,2002,6
EST,,ALL,2002,23
FIN,,ALL,2002,
FRA,,ALL,2002,11
GEO,,ALL,2002,53
DEU,,ALL,2002,11
GRC,,ALL,2002,26
HUN,,ALL,2002,
ISL,,ALL,2002,
IRL,,ALL,2002,
ISR,,ALL,2002,
ITA,,ALL,2002,13
KAZ,,ALL,2002,41
KGZ,,ALL,2002,30
LVA,,ALL,2002,15
LTU,,ALL,2002,36
LUX,,ALL,2002,13
MLT,,ALL,2002,
MCO,,ALL,2002,
MNE,,ALL,2002,26
NLD,,ALL,2002,8
NOR,,ALL,2002,10
POL,,ALL,2002,
PRT,,ALL,2002,13
MDA,,ALL,2002,13
ROU,,ALL,2002,10
RUS,,ALL,2002,25
SMR,,ALL,2002,
SRB,,ALL,2002,
SVK,,ALL,2002,
SVN,,ALL,2002,
ESP,,ALL,2002,
SWE,,ALL,2002,9
CHE,,ALL,2002,13
TJK,,ALL,2002,33
MKD,,ALL,2002,17
TUR,,ALL,2002,
TKM,,ALL,2002,9
UKR,,ALL,2002,33
GBR,,ALL,2002,11
UZB,,ALL,2002,47
,WHO_EURO,ALL,2002,19
,EU_BEFORE_MAY2004,ALL,2002,12
,EU_AFTER_MAY2004,ALL,2002,
,CIS,ALL,2002,31
,CARINFONET,ALL,2002,39
,SEEHN,ALL,2002,16
,NORDIC,ALL,2002,9
,SMALL,ALL,2002,
ALB,,ALL,2003,
AND,,ALL,2003,22
ARM,,ALL,2003,36
AUT,,ALL,2003,12
AZE,,ALL,2003,52
BLR,,ALL,2003,39
BEL,,ALL,2003,11
BIH,,ALL,2003,10
BGR,,ALL,2003,18
HRV,,ALL,2003,7
CYP,,ALL,2003,
CZE,,ALL,2003,
DNK,,ALL,2003,6
EST,,ALL,2003,21
FIN,,ALL,2003,
FRA,,ALL,2003,11
GEO,,ALL,2003,52
DEU,,ALL,2003,11
GRC,,ALL,2003,26
HUN,,ALL,2003,
ISL,,ALL,2003,
IRL,,ALL,2003,
ISR,,ALL,2003,
ITA,,ALL,2003,13
KAZ,,ALL,2003,40
KGZ,,ALL,2003,22
LVA,,ALL,2003,14
LTU,,ALL,2003,33
LUX,,ALL,2003,14
MLT,,ALL,2003,
MCO,,ALL,2003,
MNE,,ALL,2003,25
NLD,,ALL,2003,8
NOR,,ALL,2003,11
POL,,ALL,2003,21
PRT,,ALL,2003,13
MDA,,ALL,2003,15
ROU,,ALL,2003,
RUS,,ALL,2003,24
SMR,,ALL,2003,
SRB,,ALL,2003,27
SVK,,ALL,2003,
SVN,,ALL,2003,
ESP,,ALL,2003,
SWE,,ALL,2003,9
CHE,,ALL,2003,14
TJK,,ALL,2003,30
MKD,,ALL,2003,17
TUR,,ALL,2003,
TKM,,ALL,2003,9
UKR,,ALL,2003,32
GBR,,ALL,2003,12
UZB,,ALL,2003,45
,WHO_EURO,ALL,2003,18
,EU_BEFORE_MAY2004,ALL,2003,12
,EU_AFTER_MAY2004,ALL,2003,
,CIS,ALL,2003,30
,CARINFONET,ALL,2003,37
,SEEHN,ALL,2003,16
,NORDIC,ALL,2003,9
,SMALL,ALL,2003,
ALB,,ALL,2004,
AND,,ALL,2004,19
ARM,,ALL,2004,35
AUT,,ALL,2004,13
AZE,,ALL,2004,52
BLR,,ALL,2004,39
BEL,,ALL,2004,11
BIH,,ALL,2004,10
BGR,,ALL,2004,18
HRV,,ALL,2004,7
CYP,,ALL,2004,
CZE,,ALL,2004,
DNK,,ALL,2004,6
EST,,ALL,2004,18
FIN,,ALL,2004,
FRA,,ALL,2004,11
GEO,,ALL,2004,51
DEU,,ALL,2004,11
GRC,,ALL,2004,27
HUN,,ALL,2004,
ISL,,ALL,2004,
IRL,,ALL,2004,
ISR,,ALL,2004,
ITA,,ALL,2004,13
KAZ,,ALL,2004,39
KGZ,,ALL,2004,19
LVA,,ALL,2004,11
LTU,,ALL,2004,30
LUX,,ALL,2004,14
MLT,,ALL,2004,
MCO,,ALL,2004,
MNE,,ALL,2004,24
NLD,,ALL,2004,8
NOR,,ALL,2004,11
POL,,ALL,2004,19
PRT,,ALL,2004,13
MDA,,ALL,2004,14
ROU,,ALL,2004,10
RUS,,ALL,2004,24
SMR,,ALL,2004,
SRB,,ALL,2004,27
SVK,,ALL,2004,
SVN,,ALL,2004,
ESP,,ALL,2004,
SWE,,ALL,2004,10
CHE,,ALL,2004,15
TJK,,ALL,2004,29
MKD,,ALL,2004,17
TUR,,ALL,2004,
TKM,,ALL,2004,8
UKR,,ALL,2004,31
GBR,,ALL,2004,13
UZB,,ALL,2004,45
,WHO_EURO,ALL,2004,18
,EU_BEFORE_MAY2004,ALL,2004,12
,EU_AFTER_MAY2004,ALL,2004,16
,CIS,ALL,2004,29
,CARINFONET,ALL,2004,36
,SEEHN,ALL,2004,16
,NORDIC,ALL,2004,9
,SMALL,ALL,2004,
ALB,,ALL,2005,
AND,,ALL,2005,22
ARM,,ALL,2005,35
AUT,,ALL,2005,13
AZE,,ALL,2005,52
BLR,,ALL,2005,39
BEL,,ALL,2005,11
BIH,,ALL,2005,10
BGR,,ALL,2005,18
HRV,,ALL,2005,7
CYP,,ALL,2005,
CZE,,ALL,2005,12
DNK,,ALL,2005,6
EST,,ALL,2005,16
FIN,,ALL,2005,9
FRA,,ALL,2005,11
GEO,,ALL,2005,48
DEU,,ALL,2005,11
GRC,,ALL,2005,27
HUN,,ALL,2005,
ISL,,ALL,2005,7
IRL,,ALL,2005,4
ISR,,ALL,2005,
ITA,,ALL,2005,13
KAZ,,ALL,2005,39
KGZ,,ALL,2005,15
LVA,,ALL,2005,13
LTU,,ALL,2005,30
LUX,,ALL,2005,13
MLT,,ALL,2005,
MCO,,ALL,2005,
MNE,,ALL,2005,28
NLD,,ALL,2005,8
NOR,,ALL,2005,12
POL,,ALL,2005,17
PRT,,ALL,2005,14
MDA,,ALL,2005,14
ROU,,ALL,2005,9
RUS,,ALL,2005,24
SMR,,ALL,2005,
SRB,,ALL,2005,26
SVK,,ALL,2005,
SVN,,ALL,2005,23
ESP,,ALL,2005,13
SWE,,ALL,2005,10
CHE,,ALL,2005,15
TJK,,ALL,2005,28
MKD,,ALL,2005,17
TUR,,ALL,2005,
TKM,,ALL,2005,8
UKR,,ALL,2005,31
GBR,,ALL,2005,13
UZB,,ALL,2005,46
,WHO_EURO,ALL,2005,18
,EU_BEFORE_MAY2004,ALL,2005,12
,EU_AFTER_MAY2004,ALL,2005,15
,CIS,ALL,2005,29
,CARINFONET,ALL,2005,37
,SEEHN,ALL,2005,16
,NORDIC,ALL,2005,9
,SMALL,ALL,2005,22
ALB,,ALL,2006,
AND,,ALL,2006,23
ARM,,ALL,2006,33
AUT,,ALL,2006,13
AZE,,ALL,2006,51
BLR,,ALL,2006,39
BEL,,ALL,2006,11
BIH,,ALL,2006,10
BGR,,ALL,2006,19
HRV,,ALL,2006,7
CYP,,ALL,2006,
CZE,,ALL,2006,
DNK,,ALL,2006,6
EST,,ALL,2006,15
FIN,,ALL,2006,9
FRA,,ALL,2006,11
GEO,,ALL,2006,47
DEU,,ALL,2006,11
GRC,,ALL,2006,28
HUN,,ALL,2006,
ISL,,ALL,2006,6
IRL,,ALL,2006,4
ISR,,ALL,2006,30
ITA,,ALL,2006,13
KAZ,,ALL,2006,39
KGZ,,ALL,2006,14
LVA,,ALL,2006,13
LTU,,ALL,2006,29
LUX,,ALL,2006,14
MLT,,ALL,2006,
MCO,,ALL,2006,
MNE,,ALL,2006,28
NLD,,ALL,2006,8
NOR,,ALL,2006,13
POL,,ALL,2006,17
PRT,,ALL,2006,14
MDA,,ALL,2006,14
ROU,,ALL,2006,10
RUS,,ALL,2006,24
SMR,,ALL,2006,
SRB,,ALL,2006,26
SVK,,ALL,2006,
SVN,,ALL,2006,24
ESP,,ALL,2006,13
SWE,,ALL,2006,10
CHE,,ALL,2006,16
TJK,,ALL,2006,29
MKD,,ALL,2006,19
TUR,,ALL,2006,8
TKM,,ALL,2006,8
UKR,,ALL,2006,29
GBR,,ALL,2006,13
UZB,,ALL,2006,51
,WHO_EURO,ALL,2006,18
,EU_BEFORE_MAY2004,ALL,2006,12
,EU_AFTER_MAY2004,ALL,2006,15
,CIS,ALL,2006,29
,CARINFONET,ALL,2006,38
,SEEHN,ALL,2006,16
,NORDIC,ALL,2006,10
,SMALL,ALL,2006,22
ALB,,ALL,2007,6
AND,,ALL,2007,22
ARM,,ALL,2007,31
AUT,,ALL,2007,14
AZE,,ALL,2007,51
BLR,,ALL,2007,40
BEL,,ALL,2007,12
BIH,,ALL,2007,10
BGR,,ALL,2007,19
HRV,,ALL,2007,7
CYP,,ALL,2007,
CZE,,ALL,2007,
DNK,,ALL,2007,6
EST,,ALL,2007,14
FIN,,ALL,2007,9
FRA,,ALL,2007,11
GEO,,ALL,2007,44
DEU,,ALL,2007,11
GRC,,ALL,2007,28
HUN,,ALL,2007,
ISL,,ALL,2007,5
IRL,,ALL,2007,4
ISR,,ALL,2007,31
ITA,,ALL,2007,13
KAZ,,ALL,2007,38
KGZ,,ALL,2007,9
LVA,,ALL,2007,13
LTU,,ALL,2007,29
LUX,,ALL,2007,15
MLT,,ALL,2007,
MCO,,ALL,2007,
MNE,,ALL,2007,28
NLD,,ALL,2007,8
NOR,,ALL,2007,12
POL,,ALL,2007,16
PRT,,ALL,2007,14
MDA,,ALL,2007,13
ROU,,ALL,2007,10
RUS,,ALL,2007,21
SMR,,ALL,2007,
SRB,,ALL,2007,26
SVK,,ALL,2007,20
SVN,,ALL,2007,24
ESP,,ALL,2007,14
SWE,,ALL,2007,10
CHE,,ALL,2007,17
TJK,,ALL,2007,27
MKD,,ALL,2007,19
TUR,,ALL,2007,8
TKM,,ALL,2007,8
UKR,,ALL,2007,29
GBR,,ALL,2007,13
UZB,,ALL,2007,51
,WHO_EURO,ALL,2007,17
,EU_BEFORE_MAY2004,ALL,2007,12
,EU_AFTER_MAY2004,ALL,2007,15
,CIS,ALL,2007,27
,CARINFONET,ALL,2007,37
,SEEHN,ALL,2007,17
,NORDIC,ALL,2007,10
,SMALL,ALL,2007,22
ALB,,ALL,2008,
AND,,ALL,2008,
ARM,,ALL,2008,30
AUT,,ALL,2008,14
AZE,,ALL,2008,51
BLR,,ALL,2008,41
BEL,,ALL,2008,12
BIH,,ALL,2008,10
BGR,,ALL,2008,18
HRV,,ALL,2008,8
CYP,,ALL,2008,
CZE,,ALL,2008,12
DNK,,ALL,2008,7
EST,,ALL,2008,14
FIN,,ALL,2008,10
FRA,,ALL,2008,11
GEO,,ALL,2008,42
DEU,,ALL,2008,11
GRC,,ALL,2008,29
HUN,,ALL,2008,
ISL,,ALL,2008,5
IRL,,ALL,2008,5
ISR,,ALL,2008,31
ITA,,ALL,2008,13
KAZ,,ALL,2008,39
KGZ,,ALL,2008,10
LVA,,ALL,2008,14
LTU,,ALL,2008,28
LUX,,ALL,2008,16
MLT,,ALL,2008,12
MCO,,ALL,2008,
MNE,,ALL,2008,28
NLD,,ALL,2008,9
NOR,,ALL,2008,13
POL,,ALL,2008,12
PRT,,ALL,2008,14
MDA,,ALL,2008,13
ROU,,ALL,2008,11
RUS,,ALL,2008,21
SMR,,ALL,2008,
SRB,,ALL,2008,26
SVK,,ALL,2008,
SVN,,ALL,2008,24
ESP,,ALL,2008,14
SWE,,ALL,2008,10
CHE,,ALL,2008,16
TJK,,ALL,2008,25
MKD,,ALL,2008,19
TUR,,ALL,2008,8
TKM,,ALL,2008,7
UKR,,ALL,2008,28
GBR,,ALL,2008,14
UZB,,ALL,2008,38
,WHO_EURO,ALL,2008,17
,EU_BEFORE_MAY2004,ALL,2008,13
,EU_AFTER_MAY2004,ALL,2008,14
,CIS,ALL,2008,26
,CARINFONET,ALL,2008,32
,SEEHN,ALL,2008,17
,NORDIC,ALL,2008,10
,SMALL,ALL,2008,22
ALB,,ALL,2009,5
AND,,ALL,2009,26
ARM,,ALL,2009,27
AUT,,ALL,2009,14
AZE,,ALL,2009,50
BLR,,ALL,2009,41
BEL,,ALL,2009,12
BIH,,ALL,2009,10
BGR,,ALL,2009,18
HRV,,ALL,2009,17
CYP,,ALL,2009,
CZE,,ALL,2009,12
DNK,,ALL,2009,7
EST,,ALL,2009,14
FIN,,ALL,2009,10
FRA,,ALL,2009,11
GEO,,ALL,2009,36
DEU,,ALL,2009,11
GRC,,ALL,2009,29
HUN,,ALL,2009,16
ISL,,ALL,2009,5
IRL,,ALL,2009,5
ISR,,ALL,2009,31
ITA,,ALL,2009,25
KAZ,,ALL,2009,39
KGZ,,ALL,2009,9
LVA,,ALL,2009,13
LTU,,ALL,2009,27
LUX,,ALL,2009,16
MLT,,ALL,2009,13
MCO,,ALL,2009,
MNE,,ALL,2009,28
NLD,,ALL,2009,9
NOR,,ALL,2009,13
POL,,ALL,2009,12
PRT,,ALL,2009,15
MDA,,ALL,2009,13
ROU,,ALL,2009,12
RUS,,ALL,2009,21
SMR,,ALL,2009,
SRB,,ALL,2009,27
SVK,,ALL,2009,
SVN,,ALL,2009,24
ESP,,ALL,2009,14
SWE,,ALL,2009,10
CHE,,ALL,2009,16
TJK,,ALL,2009,22
MKD,,ALL,2009,19
TUR,,ALL,2009,8
TKM,,ALL,2009,7
UKR,,ALL,2009,29
GBR,,ALL,2009,15
UZB,,ALL,2009,36
,WHO_EURO,ALL,2009,18
,EU_BEFORE_MAY2004,ALL,2009,15
,EU_AFTER_MAY2004,ALL,2009,14
,CIS,ALL,2009,26
,CARINFONET,ALL,2009,30
,SEEHN,ALL,2009,17
,NORDIC,ALL,2009,10
,SMALL,ALL,2009,22
ALB,,ALL,2010,
AND,,ALL,2010,
ARM,,ALL,2010,26
AUT,,ALL,2010,15
AZE,,ALL,2010,45
BLR,,ALL,2010,39
BEL,,ALL,2010,12
BIH,,ALL,2010,10
BGR,,ALL,2010,19
HRV,,ALL,2010,17
CYP,,ALL,2010,
CZE,,ALL,2010,12
DNK,,ALL,2010,7
EST,,ALL,2010,13
FIN,,ALL,2010,11
FRA,,ALL,2010,11
GEO,,ALL,2010,35
DEU,,ALL,2010,12
GRC,,ALL,2010,29
HUN,,ALL,2010,27
ISL,,ALL,2010,5
IRL,,ALL,2010,6
ISR,,ALL,2010,31
ITA,,ALL,2010,26
KAZ,,ALL,2010,40
KGZ,,ALL,2010,10
LVA,,ALL,2010,13
LTU,,ALL,2010,27
LUX,,ALL,2010,16
MLT,,ALL,2010,14
MCO,,ALL,2010,
MNE,,ALL,2010,28
NLD,,ALL,2010,9
NOR,,ALL,2010,13
POL,,ALL,2010,12
PRT,,ALL,2010,15
MDA,,ALL,2010,13
ROU,,ALL,2010,11
RUS,,ALL,2010,20
SMR,,ALL,2010,
SRB,,ALL,2010,27
SVK,,ALL,2010,
SVN,,ALL,2010,24
