COUNTRY,COUNTRY_GRP,SEX,YEAR,VALUE
TJK,,ALL,2000,20.59
TJK,,ALL,2001,20.51
TJK,,ALL,2002,18.82
TJK,,ALL,2003,19.08
TJK,,ALL,2004,19
TJK,,ALL,2005,18.63
TJK,,ALL,2006,19.09
TJK,,ALL,2007,17.54
TJK,,ALL,2008,16.85
TJK,,ALL,2009,16.84
TJK,,ALL,2010,16.82
TJK,,ALL,2011,17.04
TJK,,ALL,2012,17.62
TJK,,ALL,2013,18.32
TKM,,ALL,2000,20.57
TKM,,ALL,2001,18.2
TKM,,ALL,2002,18.46
TKM,,ALL,2003,18.29
TKM,,ALL,2004,17.29
TKM,,ALL,2005,15.87
TKM,,ALL,2006,14.62
TKM,,ALL,2007,14.54
TKM,,ALL,2008,14.39
TKM,,ALL,2009,14.33
TKM,,ALL,2010,14.44
TKM,,ALL,2011,14.39
TKM,,ALL,2012,14.68
TKM,,ALL,2013,14.43
TUR,,ALL,2006,8.19
TUR,,ALL,2007,8.27
TUR,,ALL,2008,8.82
TUR,,ALL,2009,9.26
TUR,,ALL,2010,9.07
TUR,,ALL,2011,8.52
TUR,,ALL,2012,8.62
TUR,,ALL,2013,9.03
UKR,,ALL,2000,23.76
UKR,,ALL,2001,23.77
UKR,,ALL,2002,24.11
UKR,,ALL,2003,24.42
UKR,,ALL,2004,24.71
UKR,,ALL,2005,25.11
UKR,,ALL,2006,25.47
UKR,,ALL,2007,25.11
UKR,,ALL,2008,24.91
UKR,,ALL,2009,27.45
UKR,,ALL,2010,27.64
UKR,,ALL,2011,27.88
UKR,,ALL,2012,28.06
UKR,,ALL,2013,28.47
GBR,,ALL,2000,8.53
GBR,,ALL,2001,8.7
GBR,,ALL,2002,9.13
GBR,,ALL,2003,9.34
GBR,,ALL,2004,9.71
GBR,,ALL,2005,10.21
GBR,,ALL,2006,10.32
GBR,,ALL,2007,10.23
GBR,,ALL,2008,10.56
GBR,,ALL,2009,11.06
GBR,,ALL,2010,11.52
GBR,,ALL,2011,11.85
GBR,,ALL,2012,11.91
GBR,,ALL,2013,11.78
GBR,,ALL,2014,12.01
UZB,,ALL,1998,25.62
UZB,,ALL,1999,25.26
UZB,,ALL,2000,25.25
UZB,,ALL,2001,24.08
UZB,,ALL,2002,23.22
UZB,,ALL,2003,22.74
UZB,,ALL,2004,22.83
UZB,,ALL,2005,21.97
UZB,,ALL,2006,21.87
UZB,,ALL,2007,21.63
UZB,,ALL,2008,21.43
UZB,,ALL,2009,21
UZB,,ALL,2010,20.04
UZB,,ALL,2011,19.72
UZB,,ALL,2012,19.01
UZB,,ALL,2013,17.89
,,,,
Last update,2016.09.20 13:18:26 GMT,,,
Description,"Obstetricians and gynaecologists, per 100 000 population",,,
Reference link,https://dw.euro.who.int/api/v3/measures/HLTHRES_130?lang=En,,,
,,,,
Copyright,,,,
© WHO Regional Office for Europe 2019. All rights reserved.,http://www.euro.who.int/en/home/copyright-notice,,,
